key,pKa,kind,prot_smi,prot_idx,dep_smi,dep_idx
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.41,acid,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,30,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],30
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1,3.9,acid,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1,24,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1,24
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,2.7,acid,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,35,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,35
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,3.35,acid,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,29,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,29
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,8.0,base,C[NH+](C)CC/C=C1\c2ccccc2COc2ccccc21,1,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,1
O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,6.9,base,O=C(O)COc1ccc(C(F)(F)F)cc1C[NH+]1CCN(C(=O)c2ccccc2)CC1,11,O=C(O)COc1ccc(C(F)(F)F)cc1CN1CCN(C(=O)c2ccccc2)CC1,11
O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,7.8,base,O=C(O)COc1ccc(Cl)cc1C[NH+]1CCC(S(=O)(=O)c2ccccc2)CC1,12,O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,12
O=C([O-])COc1ccc(Cl)cc1C[NH+]1CCC(S(=O)(=O)c2ccccc2)CC1,7.8,base,O=C([O-])COc1ccc(Cl)cc1C[NH+]1CCC(S(=O)(=O)c2ccccc2)CC1,12,O=C([O-])COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,12
CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,8.8,base,CC(C)(C)c1ccc([C@@H](O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,14,CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,14
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,3.75,acid,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,29,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,29
N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,10.3,base,N#Cc1ccc(Cl)cc1O[C@H](CC[NH3+])c1ccccc1,9,N#Cc1ccc(Cl)cc1O[C@H](CCN)c1ccccc1,9
CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,7.5,base,Cn1c(=O)c2c(ncn2CC[NH+](C)C)n(C)c1=O,15,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,15
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,2.51,acid,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,22,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],22
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H]([NH3+])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],7.7,base,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H]([NH3+])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],19,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],19
CCOC(=O)N1CCC2(CC1)N=C(N)c1c(F)cccc1N2,9.1,base,CCOC(=O)N1CCC2(CC1)Nc1cccc(F)c1C(N)=[NH+]2,19,CCOC(=O)N1CCC2(CC1)N=C(N)c1c(F)cccc1N2,19
NC[C@H](Oc1cc(Cl)ccc1Cl)c1ccccc1,8.5,base,[NH3+]C[C@H](Oc1cc(Cl)ccc1Cl)c1ccccc1,8,NC[C@H](Oc1cc(Cl)ccc1Cl)c1ccccc1,8
O=C(O)/C=C/c1cccnc1,4.4,base,O=C(O)/C=C/c1ccc[nH+]c1,4,O=C(O)/C=C/c1cccnc1,4
O=C([O-])/C=C/c1ccc[nH+]c1,4.4,acid,O=C(O)/C=C/c1ccc[nH+]c1,10,O=C([O-])/C=C/c1ccc[nH+]c1,10
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,3.4,acid,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,22,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)[O-])c(Cl)c1,22
CC[C@@H](Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,3.4,acid,CC[C@@H](Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)O,5,CC[C@@H](Oc1ccc(C(F)(F)F)cc1-c1ccc(S(=O)(=O)CC)cc1C)C(=O)[O-],5
CC[C@H](CCNC)Oc1cc(Cl)ccc1C#N,10.1,base,CC[C@H](CC[NH2+]C)Oc1cc(Cl)ccc1C#N,5,CC[C@H](CCNC)Oc1cc(Cl)ccc1C#N,5
CNCC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1,9.9,base,C[NH2+]CC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1,1,CNCC[C@@H](Oc1cc(Cl)ccc1C#N)c1ccccc1,1
N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,9.6,base,N#Cc1cc(F)c(Cl)cc1O[C@H](CC[NH3+])c1ccccc1,9,N#Cc1cc(F)c(Cl)cc1O[C@H](CCN)c1ccccc1,9
N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1,9.5,base,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CC[NH3+])c1ccno1,12,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1,12
CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,10.4,base,C[NH2+]CC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,1,CNCC[C@@H](Oc1cc(C(F)(F)F)ccc1C#N)c1ccccc1,1
CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,10.2,base,C[NH2+]CC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,1,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1,1
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,8.47,base,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(C[NH+](C)C)o1,18,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,18
CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,8.1,base,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CC[NH+](CCC(c2ccccc2)c2ccccc2)CC1,20,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,20
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,8.42,acid,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,12,CC1=NS(=O)(=O)c2cc(Cl)ccc2[N-]1,12
Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN,8.6,base,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)C[NH3+],9,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)nn1C[C@H](O)CN,9
N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O,6.1,acid,N#Cc1cn(Cc2ccco2)c(=O)[nH]c1=O,11,N#Cc1cn(Cc2ccco2)c(=O)[n-]c1=O,11
Cn1c(=O)c2nc[nH]c2n(C)c1=O,8.51,acid,Cn1c(=O)c2nc[nH]c2n(C)c1=O,12,Cn1c(=O)c2nc[n-]c2n(C)c1=O,12
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,4.7,acid,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,14,CC(C)Cc1ccc([C@@H](C)C(=O)[N-]S(C)(=O)=O)cc1,14
CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1,4.5,acid,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1,13,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1[N-]S(=O)(=O)C1CCCC1,13
CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,4.2,acid,CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,13,CCC(CC)NC(=O)c1c(C)nn(-c2ccccc2)c1[N-]S(=O)(=O)c1ccc(C)cc1,13
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,3.8,acid,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,10,Cc1ccc(S(=O)(=O)[N-]c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,10
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,3.0,acid,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,13,Cc1nn(-c2ccc(F)cc2)c([N-]S(=O)(=O)c2ccc(C#N)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,13
Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,3.4,acid,Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,13,Cc1nn(-c2ccc(F)cc2)c([N-]S(=O)(=O)c2ccc(C(F)(F)F)cc2)c1C(=O)N[C@@H](C)C(C)(C)C,13
CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,4.7,acid,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c1ccc(C)cc1,13,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1[N-]S(=O)(=O)c1ccc(C)cc1,13
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,4.5,acid,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,10,Cc1ccc(S(=O)(=O)[N-]c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)C)cc1,10
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,5.5,acid,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,10,Cc1ccc(S(=O)(=O)[N-]c2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1,10
O=C([C@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,9.0,base,O=C([C@H]1CCCC[NH2+]1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,33,O=C([C@H]1CCCCN1)N1CCN(c2nc(NCc3ccc(Cl)cc3Cl)c3cccnc3n2)CC1,33
O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1,8.61,acid,O=C(Nc1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1,14,O=C([N-]c1ccc(N2CCOCC2)c(F)c1)c1nnc(Nc2ccccc2F)o1,14
O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1,9.1,base,O=C(CN1C2=[NH+]CCN2c2ccccc21)c1ccc(Cl)cc1,9,O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1,9
COC(=O)c1cc2nc([S@@](=O)Cc3ncccc3C)[nH]c2cc1C,8.1,acid,COC(=O)c1cc2nc([S@@](=O)Cc3ncccc3C)[nH]c2cc1C,11,COC(=O)c1cc2nc([S@@](=O)Cc3ncccc3C)[n-]c2cc1C,11
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,9.36,base,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C[NH+]1CCCCC1,14,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,14
N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,8.9,base,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(C[NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,18,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,18
N#Cc1ccc(C[C@@H](C(=O)[O-])N2CCC(C[NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,8.9,base,N#Cc1ccc(C[C@@H](C(=O)[O-])N2CCC(C[NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,18,N#Cc1ccc(C[C@@H](C(=O)[O-])N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,18
N#Cc1ccc(C[C@@H](C(=O)[O-])[NH+]2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,8.9,base,N#Cc1ccc(C[C@@H](C(=O)[O-])[NH+]2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,11,N#Cc1ccc(C[C@@H](C(=O)[O-])N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,11
Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.2,base,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,19,Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,19
Cc1ccccc1C[C@@H](C(=O)[O-])N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.2,base,Cc1ccccc1C[C@@H](C(=O)[O-])N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,19,Cc1ccccc1C[C@@H](C(=O)[O-])N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,19
Cc1ccccc1C[C@@H](C(=O)[O-])[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.2,base,Cc1ccccc1C[C@@H](C(=O)[O-])[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,12,Cc1ccccc1C[C@@H](C(=O)[O-])N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,12
O=C(O)[C@H](c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.1,base,O=C(O)[C@H](c1ccccc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,16,O=C(O)[C@H](c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,16
O=C([O-])[C@H](c1ccccc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.1,base,O=C([O-])[C@H](c1ccccc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,16,O=C([O-])[C@H](c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,16
O=C([O-])[C@H](c1ccccc1)[NH+]1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.1,base,O=C([O-])[C@H](c1ccccc1)[NH+]1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10,O=C([O-])[C@H](c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10
O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,acid,O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9,O=C([O-])[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9
O=C([O-])[C@H](c1ccccc1)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.6,base,O=C([O-])[C@H](c1ccccc1)N1CCC(C[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,17,O=C([O-])[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,17
O=C([O-])[C@H](c1ccccc1)[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,9.6,base,O=C([O-])[C@H](c1ccccc1)[NH+]1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10,O=C([O-])[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10
O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,4.3,acid,O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,8,O=C([N-]S(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,8
O=C([N-]S(=O)(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,8.1,base,O=C([N-]S(=O)(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,18,O=C([N-]S(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1,18
COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,7.4,base,COc1cccc(C(=O)NCC[NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,13,COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,13
O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.0,acid,O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10,O=C([N-]S(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10
O=C([N-]S(=O)(=O)c1ccc(F)cc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,8.45,base,O=C([N-]S(=O)(=O)c1ccc(F)cc1)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,19,O=C([N-]S(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,19
COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,3.6,acid,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,11,COc1ccc(S(=O)(=O)[N-]C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,11
COc1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,8.3,base,COc1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,20,COc1ccc(S(=O)(=O)[N-]C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,20
CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,6.1,acid,CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,12,CN(C)c1ccc(S(=O)(=O)[N-]C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,12
CN(C)c1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,6.1,acid,CN(C)c1ccc(S(=O)(=O)NC(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,12,CN(C)c1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,12
Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.4,acid,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10,Cc1ccccc1S(=O)(=O)[N-]C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10
Cc1ccccc1S(=O)(=O)[N-]C(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,3.4,acid,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10,Cc1ccccc1S(=O)(=O)[N-]C(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,10
CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,6.6,acid,CN(C)c1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,12,CN(C)c1ccccc1S(=O)(=O)[N-]C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,12
CN(C)c1ccccc1S(=O)(=O)[N-]C(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,8.6,base,CN(C)c1ccccc1S(=O)(=O)[N-]C(=O)N1CCC([NH+]2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,21,CN(C)c1ccccc1S(=O)(=O)[N-]C(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,21
Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,3.2,acid,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,10,Cc1ccc(S(=O)(=O)[N-]C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,10
Cc1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,8.7,base,Cc1ccc(S(=O)(=O)[N-]C(=O)N2CCC([NH+]3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,19,Cc1ccc(S(=O)(=O)[N-]C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(C)c4Cl)CC3)CC2)cc1,19
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,5.9,acid,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl,18,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1[O-])Nc1cccc(F)c1Cl,18
O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CC[NH2+]CC2)c1[O-])Nc1cccc(F)c1Cl,8.5,base,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CC[NH2+]CC2)c1[O-])Nc1cccc(F)c1Cl,25,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1[O-])Nc1cccc(F)c1Cl,25
COc1ccc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,5.83,base,COc1ccc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=[NH+]2)cc1C,10,COc1ccc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,13
CC1=N[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,6.04,base,CC1=N[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)[NH+]=C1N,4,CC1=N[C@](c2cccc(-c3cncc(Cl)c3)c2)(C2CC2)N=C1N,4
