smiles,pKa,marvin_atom,kind,site_atoms,site_kinds,site_names
Cc1ccc2c(c1)N1CCN2CC1,4.115,10,base,"[7, 10]","['base', 'base']","['aniline_tert', 'aniline_tert']"
Cc1ccc2c(c1)NCCN2,3.5,10,base,"[7, 10]","['base', 'base']","['aniline_sec', 'aniline_sec']"
Cc1ccc2c(c1O)-c1c-2ccc(C)c1O,9.755,14,acid,"[7, 14]","['acid', 'acid']","['phenol', 'phenol']"
Cc1ccc2ccc3ccc(C)nc3c2n1,6.15,14,base,"[11, 14]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1ccc2ccc3cccnc3c2n1,5.36,14,base,"[11, 14]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1ccc2ccn3ccnc3c2n1,4.23,10,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1ccc2nc(C(F)(F)F)[nH]c(=O)c2c1,5.9,9,acid,"[9, 11]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cc1ccc2nc(C(F)F)[nH]c(=O)c2c1,7.2,9,acid,"[9, 11]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cc1ccc2nc[nH]c2c1,5.81,9,base,"[7, 9]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1cccc(C(=O)[O-])c1O,3.02,10,acid,"[10, 7]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
Cc1cccc(C(=O)[O-])n1,5.8,9,acid,"[9, 6]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1cccc(C(C)c2cnc[nH]2)c1C,7.04,12,base,"[14, 12]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(Br)c(C)[nH]c12,6.02,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(C)c(C)[nH]c12,7.56,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(C)c(C)n(C)c12,7.13,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(C)c(C)n(CC(C)O)c12,7.19,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(C)c(C)n(Cc3ccccc3)c12,6.86,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(CO)c(C)[nH]c12,7.2,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(CO)c(C)n(Cc3ccccc3)c12,6.52,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,6.27,15,base,"[15, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cc[nH+]c2c1cc(C)n2C,7.42,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1cccn2c(C)[nH+]cc12,6.03,16,base,"[16, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12,4.71,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)n(CCO)c12,4.5,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1nccc2c(C)c[nH]c12,8.71,14,base,"[14, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,9.14,17,base,"[17, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1CNc1nccc2cc[nH]c12,8.63,17,base,"[17, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C(C)[NH+](C)C,7.33,12,base,"[12, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C(C)[NH3+],7.67,12,base,"[12, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C1CCCC[NH+]1C,7.6,15,base,"[15, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CC(C)[NH3+],8.71,13,base,"[13, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CCC(C)[NH3+],9.36,14,base,"[14, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CCCC(C)[NH3+],9.79,15,base,"[15, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CCCCC[NH3+],10.05,15,base,"[15, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CCCC[NH3+],9.81,14,base,"[14, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CCC[NH3+],9.35,13,base,"[13, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)CC[NH3+],8.75,12,base,"[12, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C[NH+](C)C,7.36,11,base,"[11, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C[NH+]1CCCCC1,7.6,11,base,"[11, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C[NH2+]CC(C)C,7.83,11,base,"[11, 7]","['base', 'base']","['sec_amine', 'aniline_sec']"
Cc1cccc(C)c1NC(=O)C[NH3+],7.42,11,base,"[11, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1cccc(C)c1NC1=[NH+]CCN1,10.52,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cccc(C)c1Nc1ccccc1CC(=O)[O-],4.07,17,acid,"[17, 7]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
Cc1cccc(Cl)c1N(CC1CC1)C1=[NH+]CCN1,11.3,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
Cc1cccc(Cl)c1NC1=[NH+]CCN1,9.333333,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)[O-],4.2,17,acid,"[17, 7]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
Cc1cccc(N)n1,7.4,6,base,"[6, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cccc(Nc2c3ccccc3nc3ccccc23)c1,7.52,15,base,"[15, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCC3)cn2)c1,6.02,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(Nc2cc(C(C)C)c(C(=O)NCC3CCOCC3)cn2)c1,6.02,13,base,"[13, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccc(Nc2ccccc2C(=O)[O-])c1C,4.2,17,acid,"[17, 8]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
Cc1cccc(O)c1C(=O)[O-],3.35,9,acid,"[9, 10]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
Cc1cccc(O)c1O,9.28,8,acid,"[8, 7]","['acid', 'acid']","['phenol', 'phenol']"
Cc1cccc2[nH]cnc12,5.67,7,base,"[9, 7]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1ccccc1-c1nc2cn(-c3ccc(C#N)cc3)nc2c(=O)n1CC1CCC[NH+](C(C)C)C1,10.0,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1ccccc1-c1nc2cn(-c3ccc(Cl)cc3)nc2c(=O)n1CC1CCC[NH+](C(C)C)C1,10.0,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1ccccc1-c1nc2cn(-c3ccc(F)cc3)nc2c(=O)n1CC1CCC[NH+](C(C)C)C1,10.0,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1ccccc1-c1nc2cn(-c3cccc(C#N)c3)nc2c(=O)n1CC1CCC[NH+](C(C)C)C1,9.9,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1ccccc1-c1nc2cn(-c3cccc(Cl)c3)nc2c(=O)n1CC1CCC[NH+](C(C)C)C1,9.8,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1ccccc1NC(=O)C[NH+]1CCCCC1,7.7,11,base,"[11, 7]","['base', 'base']","['tert_amine', 'aniline_sec']"
Cc1ccccc1NC(=O)C[NH3+],7.81,11,base,"[11, 7]","['base', 'base']","['prim_amine', 'aniline_sec']"
Cc1ccccc1NC(N)=[NH+]c1ccccc1C,9.67,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1ccccc1NC1=[NH+]CCN1,10.23,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Cc1ccccc1Nc1c2ccccc2nc2ccccc12,7.76,15,base,"[15, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1cccnc1N,7.24,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1ccnc(-c2cc(C)ccn2)c1,5.32,12,base,"[4, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1ccnc(N)c1,7.48,4,base,"[4, 7]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1ccnc(N2CCc3ccccc3C2)c1,6.6,4,base,"[4, 7]","['base', 'base']","['pyridine_N', 'aniline_tert']"
Cc1ccnc2c1ccc1c(C)ccnc12,5.94,11,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,10.45,6,acid,"[6, 18]","['acid', 'base']","['aromatic_lactam', 'sec_amine']"
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(NC(C)C)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,10.63,6,acid,"[6, 18]","['acid', 'base']","['aromatic_lactam', 'sec_amine']"
Cc1cn2c3c(=O)n(C)c(=O)n(C)c3nc2n1CCC[NH+]1CCc2ccccc2C1,8.66,12,base,"[12, 6]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1cnc(-c2ccccc2)c(=O)[nH]1,9.3,7,acid,"[7, 3]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cc1cnc(C(=O)[O-])s1,3.03,8,acid,"[8, 3]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1cnc(C)c(C)n1,2.65,6,base,"[3, 6]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc(N(C)C)s1,6.08,3,base,"[3, 6]","['base', 'base']","['pyridine_N', 'aniline_tert']"
Cc1cnc(N)s1,5.71,3,base,"[3, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1cnc2c(c1)c(C)c(C)c1cc(C)cnc12,5.54,13,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(c1)c(C)c(C)c1cccnc12,5.34,13,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(c1)c(C)cc1c(C)c(C)cnc12,6.07,10,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(c1)c(C)cc1c(C)ccnc12,5.9,4,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(c1)cc(C)c1cc(C)cnc12,5.27,10,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(cc(C)c3c(C)ccnc32)c1C,6.45,11,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(cc(C)c3cccnc32)c1C,5.93,7,base,"[7, 14]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(ccc3c(C)c(C)cnc32)c1C,6.31,12,base,"[3, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(ccc3c(C)ccnc32)c1,5.57,4,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(ccc3c(C)ccnc32)c1C,5.99,11,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(ccc3cc(C)cnc32)c1,5.23,13,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(ccc3cccnc32)c1,5.0,13,base,"[10, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc2c(ccc3cccnc32)c1C,5.62,3,base,"[3, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1cnc[nH]1,7.51,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1cncc(C)n1,2.11,6,base,"[3, 6]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1coc([C@H]2C[C@H]3[C@@H](C)SC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)n1,7.8,12,base,"[12, 5]","['base', 'base']","['amidine', 'pyridine_N']"
Cc1coc([C@H]2C[C@H]3[C@@H](CF)SC(N)=[NH+][C@@]3(c3ccc(F)cc3F)CO2)n1,7.0,12,base,"[12, 5]","['base', 'base']","['amidine', 'pyridine_N']"
Cc1csc(S(N)(=O)=O)n1,8.35,9,acid,"[9, 5]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
Cc1n[nH]c(=O)[nH]1,9.43,2,acid,"[2, 5]","['acid', 'acid']","['aromatic_lactam', 'aromatic_lactam']"
Cc1nc(-c2ccccc2)[nH]c1C,7.0,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1nc(-c2ccccc2)oc1O,8.94,12,acid,"[12, 5]","['acid', 'base']","['phenol', 'pyridine_N']"
Cc1nc(-c2ccccc2SCc2ccccc2)[nH]c1C,7.0,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1nc(C(=O)[O-])cs1,3.9,8,acid,"[8, 2]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1nc(C)c(C)nc1C,3.36,6,base,"[3, 6]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1nc(C)n2c1CN(C1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2=O,5.4,5,base,"[20, 5]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
Cc1nc(CO)[nH]c1C,7.88,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1nc2c(/C=C/Cc3ccccc3)cccn2c1N,6.75,9,base,"[9, 19]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1nc2c(CCc3ccccc3)cccn2c1N,7.3,9,base,"[9, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1nc2c(N[C@H]3c4ccccc4C[C@@H]3O)cc(C(=O)N(C)C)cn2c1C,6.24,9,base,"[9, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1nc2c(N[C@H]3c4ccccc4C[C@@H]3O)cc(C(N)=O)cn2c1C,5.97,9,base,"[9, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1nc2c(OCc3ccccc3)cccn2c1N,6.81,9,base,"[9, 18]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1nc2c(OCc3ccccc3)nccn2c1C,4.8,9,base,"[6, 9]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1nc2c3c(c(C(=O)N4CCOCC4)cn2c1C)CCC(c1ccccc1)C3,7.05,9,base,"[9, 22]","['base', 'base']","['pyridine_N', 'morpholine_N']"
Cc1nc2c3c(c(C(=O)N4CCOCC4)cn2c1C)CCC1(CCc2ccccc21)O3,6.74,9,base,"[9, 24]","['base', 'base']","['pyridine_N', 'morpholine_N']"
Cc1nc2c3c(c(C(=O)Nc4ccccc4)cn2c1C)CCC(c1ccccc1)O3,6.59,9,base,"[9, 22]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1nc2c3c(c(C(=O)Nc4ccccc4)cn2c1C)CCC1(CCc2ccccc21)O3,6.76,9,base,"[9, 24]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cc1nc2c3ccccc3cc[n+]2c(C)c1O,4.0,16,acid,"[16, 14]","['acid', 'base']","['phenol', 'pyridine_N']"
Cc1nc2cc(N)ccc2n1C,7.0,2,base,"[2, 11]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1nc2cccc(N)c2n1C,6.66,2,base,"[2, 11]","['base', 'base']","['pyridine_N', 'aniline']"
Cc1nc2ccccc2[nH]1,6.26,9,base,"[2, 9]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1nc2ccccc2[nH]c1=O,9.88,4,acid,"[4, 11]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cc1nc2ccncc2n2c(-c3ccccc3Cl)nnc12,2.7,9,base,"[9, 13]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1nc2sccn2c(=O)c1CC[NH+]1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8.2,13,base,"[13, 10]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cc1nc[nH]c1C,8.19,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1ncc(C(=O)[O-])s1,3.26,8,acid,"[8, 2]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1ncc[nH]1,7.896667,5,base,"[2, 5]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cc1nccn1CCC1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,7.9,2,base,"[17, 2]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
Cc1ncnc2ccccc12,2.52,10,base,"[8, 10]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cc1ncsc1C(=O)[O-],3.54,8,acid,"[8, 5]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5.34,6,acid,"[6, 16]","['acid', 'base']","['sulfonamide_2', 'aniline']"
Cc1nnc(SCC2CS[C@@H]3C(=NC(=O)Cn4cnnn4)C(=O)N3C2C(=O)[O-])s1,2.1,28,acid,"[28, 13]","['acid', 'base']","['carboxylic_acid', 'imine_N']"
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],2.8,29,acid,"[29, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],2.8,27,acid,"[27, 4]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Clc1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,4.59,15,base,"[15, 12]","['base', 'base']","['tert_amine', 'aniline_sec']"
Clc1cc(Br)cc(Cl)c1NC1=[NH+]CCN1,7.72,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,7.7,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1cc(Cl)c(NC2=[NH+]CCN2)cc1Cl,7.7,11,base,"[11, 9]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1cc2cccnc2c2ncccc12,4.22,9,base,"[9, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Clc1ccc(-n2cc(NCC[NH+]3CCOCC3)nn2)cc1Cl,6.6,14,base,"[14, 11]","['base', 'base']","['tert_amine', 'aniline_sec']"
Clc1ccc(Cl)c(NC2=[NH+]CCN2)c1,8.333333,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1ccc(Cn2cc(NCC[NH+]3CCOCC3)nn2)cc1Cl,6.7,15,base,"[15, 12]","['base', 'base']","['tert_amine', 'aniline_sec']"
Clc1ccc(NC2=[NH+]CCN2)c(Cl)c1,8.703333,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.06,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Clc1ccc2c(c1)C(N1CC[NH2+]CC1)=[NH+]c1ccccc1O2,9.935,19,base,"[6, 19]","['base', 'base']","['amidine', 'sec_amine']"
Clc1ccc2c(c1)NC1CC=Cc3ccnc-2c31,4.5,15,base,"[15, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Clc1cccc(-c2ccccn2)n1,3.7,3,base,"[3, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Clc1cccc(Br)c1N(CC1CC1)C1=[NH+]CCN1,10.8,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
Clc1cccc(Br)c1NC1=[NH+]CCN1,7.93,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1cccc(Cl)c1CON=C1CC[NH+](CCCc2ccccc2)CC1,5.7,9,base,"[9, 13]","['base', 'base']","['tert_amine', 'imine_N']"
Clc1cccc(Cl)c1N(CC1CC1)C1=[NH+]CCN1,10.9,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
Clc1cccc(Cl)c1NC1=[NH+]CCN1,8.055,9,base,"[9, 7]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1cccc(NC2=[NH+]CCN2)c1Cl,8.55,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1cccc(Nc2c3ccccc3nc3ccccc23)c1,6.76,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Clc1ccccc1NC1=[NH+]CCN1,9.15,8,base,"[8, 6]","['base', 'base']","['guanidine', 'aniline_sec']"
Clc1ccccc1Nc1c2ccccc2nc2ccccc12,6.55,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Clc1ccnc(-c2ccccn2)c1,3.8,3,base,"[3, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Clc1cnc2c(ccc3cccnc32)c1,3.99,12,base,"[9, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cn1c(=O)[nH]c2ncn(C)c2c1=O,8.65,11,acid,"[11, 3]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cn1c(=O)c2[nH]cnc2n(C)c1=O,7.71,10,acid,"[10, 12]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
Cn1c(=O)c2c(nc3n(CCC[NH+]4CCc5ccccc5C4)c(-c4ccccc4)cn23)n(C)c1=O,10.41,19,base,"[19, 15]","['base', 'base']","['tert_amine', 'pyridine_N']"
Cn1c(=O)c2c(ncn2CC(=O)[O-])n(C)c1=O,4.48,16,acid,"[16, 12]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
Cn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3,15,acid,"[15, 4]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
Cn1c(N)nc2cc[nH]c2c1=O,5.1,9,base,"[9, 11]","['base', 'base']","['pyridine_N', 'aniline']"
Cn1cc(N)cc1C(=O)[O-],5.25,8,acid,"[8, 9]","['acid', 'base']","['carboxylic_acid', 'aniline']"
Cn1ccnc1-c1ccccn1,5.7,4,base,"[4, 11]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cn1ccnc1N,8.54,4,base,"[4, 6]","['base', 'base']","['pyridine_N', 'aniline']"
Cn1cnc(NN=O)n1,5.48,6,acid,"[3, 6]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cn1cnc2c1c(=O)[nH]c(=O)n2C,9.92,8,acid,"[8, 3]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cn1cnc2cc(N)ccc21,4.69,3,base,"[3, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Cn1cnc2cccc(N)c21,5.79,3,base,"[3, 10]","['base', 'base']","['pyridine_N', 'aniline']"
Cn1cncc1C1CCN(C(=O)CCS(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,7.2,3,base,"[15, 3]","['acid', 'base']","['sulfone_CH', 'pyridine_N']"
Cn1nc(Cl)nc1NN=O,4.03,7,acid,"[3, 7]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cn1ncc2c(=O)[nH]cnc21,9.26,8,acid,"[8, 10]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
Cn1ncc2cncnc21,2.5,5,base,"[5, 7]","['base', 'base']","['pyridine_N', 'pyridine_N']"
Cn1ncnc1NN=O,4.45,6,acid,"[3, 6]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,4.7,14,acid,"[14, 12]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
FC(F)(F)c1cc(-c2ccccc2)nnc1NCC[NH+]1CCOCC1,6.75,15,base,"[15, 12]","['base', 'base']","['tert_amine', 'aniline_sec']"
FC(F)(F)c1ccccc1NC1=[NH+]CCN1,8.8,12,base,"[12, 10]","['base', 'base']","['guanidine', 'aniline_sec']"
Fc1ccc(C(c2ccc(F)cc2)N2CC[NH+](C/C=C/c3ccccc3)CC2)cc1,7.71,9,base,"[9, 12]","['base', 'base']","['tert_amine', 'tert_amine']"
Fc1ccc(N2CC[NH+](Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1,5.0,11,base,"[11, 8]","['base', 'base']","['tert_amine', 'aniline_tert']"
Fc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,7.5,13,base,"[13, 14]","['base', 'base']","['pyridine_N', 'aniline_sec']"
Fc1ccc2c(c1)N(CCC[NH+]1CCCC1)c1cc(F)ccc1CC2,7.75,20,base,"[20, 7]","['base', 'base']","['tert_amine', 'aniline_tert']"
Fc1ccc2c(c1)N(CCC[NH+]1CCCCC1)c1cc(F)ccc1CC2,7.6,20,base,"[20, 7]","['base', 'base']","['tert_amine', 'aniline_tert']"
Fc1ccc2c(c1)N(CCC[NH+]1CCOCC1)c1cc(F)ccc1CC2,7.6,20,base,"[20, 7]","['base', 'base']","['tert_amine', 'aniline_tert']"
Fc1cccc(Br)c1N(CC1CC1)C1=[NH+]CCN1,10.7,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
Fc1cccc(C(F)(F)F)c1N(CC1CC1)C1=[NH+]CCN1,10.7,13,base,"[13, 7]","['base', 'base']","['guanidine', 'aniline_tert']"
